tag,start,end,cumdiff
SCPRN047SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,6236840.0
SCBAL004FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,8.6725056E8
SCGDN019FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,8.705433098E8
SCSNN069FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,0.0
SCAMA009FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,4.6443656E7
SCJYN030SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,4.6432615E7
SCBKN016FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,131447.0
SCAMA009FLW004.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.363848E7
SCPRN043SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.363839E7
SCSUR002FLW004.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,6.6483076E8
SCHMN015FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,6.61994715E8
SCSTN032SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2743484.0
SCVDN063SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,3.2980906E8
SCMTP010FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,131724.0
SCSYN012FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,8592955.0
SCGTS048FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,4.761287719E8
SCVDN063SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,6.410226769E8
SCSNC041FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,338250.9008
SCVDH039FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,6406933.0456
SCDGP013FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.0176216E7
SCSYN012FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.52939623E8
SCBAL004FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.52040424E8
SCBNP078FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,8119205.4
SCNRN052FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.5472556100000001E7
SCRAM008FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.2468915E7
SCGDN019FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2.774851614E9
SCPRN045FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2.774418478E9
SCJWN055SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,430426.0
SCPRN045FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,5.56777318E7
SCMTP010SPR001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2871252.4
SCSSN053FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2.1859524E7
SCSUR002FLW004.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.4489719205E11
SCJAW005FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.4280387486E11
SCGDN019FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.99736472E8
SCPRN047FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,8.2234484E7
SCPRN047SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,4.18599014E8
SCPRN043FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,7.0430746E7
SCHLG074FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,3263614.1999999997
SCADB035FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,3564652.0999999996
SCPRN043FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,938488.0
SCSNN069SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.0
SCHMN015FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.0347106E7
SCNRN052FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,3701660.0999999996
SCSYM060FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,3016795.2
SCRAM008FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,4.263186E7
SCJYN030FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.973781E7
SCSEC026FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2.2893324E7
SCMTP010SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.0
SCSEC026FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,16382.300000000001
SCMUR079SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,15718.6
SCGPB018FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,6787982.0
SCADB035FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,5179771.6
SCVDN063FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1574038.7999999998
SCMHF014FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2959777.4999999995
SCBAL004FLW003.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2137170.3
SCSUR002FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1370150.368
SCADB035FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,19379.829999999998
SCSUR002FLW003.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1368592.6
SCSNN069FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,5373564.1
SCGTS048FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1298959.2999999998
SCPRN045FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,4035444.1000000006
SCPRN047FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,31860.1
SCADN071FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,8330297.0
SCTRS075FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2.2632795670000014E8
SCSTN032FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,9667043.0
SCPRN043FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2.820383361E8
SCKHN076FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,85881.2064
SCSFS022FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,51753.100000000006
SCMNS017FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,3.70971689E8
SCSRT051FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,2.3076612E7
SCSEC026SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,9203994.412
SCMTP010FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,972087.0
SCBAL004FLW003.CUMULATIVE_TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,9.984612279E9
SCHLG074SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.70513511E7
SCSNC041FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,48458.0
SCCVN031SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,3.00728309E8
SCTLN072FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1613217.0
SCSBN054FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,5.461284E7
SCMUR079FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,6764297.0
SCBKN016FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,5.06768177E8
SCAMA009FLW003.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,5.37557373E8
SCHMN015SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.7509531E7
SCSUR002FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.17202672E8
SCGDN019SPR001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,1.185505462E8
SCBIS001FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,7.420924843E8
SCCVN031FLW002.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,7.50019423E8
SCSNN069FLW001.TOTAL_FLOW,2021-11-30T12:00:00.000Z,2021-11-30T18:00:00.000Z,7667059.7
SCVDH039FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,6124519.0
SCSBN054FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,3.93313298E8
SCGDN019FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.9619125E7
SCADB035FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,8.06313856E7
SCJIA070FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,6961463.4
SCSRT051FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,8325152.0
SCSEC026FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,5454769.6
SCMNS017FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,3.2746216E7
SCTLN072FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2.80280051E8
SCBAL004FLW003.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,761933.0
SCVDN063FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.225479692E8
SCJIA070FLW002.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,38130.8
SCJWN056FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.3359024E7
SCCVN031FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,9.7129602738E10
SCJYN030FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2.289423E7
SCCEN007FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2.433992664E9
SCKHN076FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.313266379344E8
SCGTS048FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2150.3656
SCMUR079SPR001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,5922.700000000001
SCSUR002FLW003.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,128.0
SCBAL004FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2.448583693E9
SCJIA070SPR001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2.448672095E9
SCSYM060FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,21076.9
SCADB035FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,4.2215946819E9
SCPRN043SPR001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,4.233653754E9
SCJAW005FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2.827952E8
SCSYN012FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,6.04081428E8
SCSYN012FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.52939721E8
SCVKI040FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.525775144E8
SCSTN032FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,9.5639407E7
SCGTS048FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,5596003.7
SCPRN047FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,4039855.1999999997
SCBIS001FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,7.68297685E8
SCBNP078FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.5793799019E10
SCPRN043FLW002.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.2739034E7
SCMUR079FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2726141.0
SCSFS022FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2674222.9
SCSSN053FLW002.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,51918.100000000006
SCADN071FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.0882849030000009E8
SCAMA009FLW004.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.3638522E7
SCGPB018FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,6850540.0
SCJAW005FLW003.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,4.0116384E8
SCHMN015FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,3.97246073E8
SCSRT051FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,9667057.0
SCBAL004FLW002.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,8768355.0
SCDGP013FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.0176346E7
SCAMA009FLW002.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,4.6445688E7
SCPRN045FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,4.35741033E7
SCJWN055FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,9425824.0
SCPRN045FLW002.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,8992797.0
SCSUR002FLW004.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,6.665469996E8
SCSBN054FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,6.5535962E8
SCSNC041FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,9441682.0
SCBKN016FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,131875.0
SCPRN043FLW002.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,131875.0
SCSUR002FLW004.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.43751428E11
SCMHF014FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.439368513547E11
SCTRS075FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,7.7940263E8
SCADB035FLW002.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.3507813E7
SCPRN045FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,3.390545996E8
SCSUR002FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,349350.8760000001
SCSSN053SPR001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,32128.266
SCPRN046FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,51928.200000000004
SCJIA070FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,5.0521425522E9
SCNRN052FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,5.054125343E9
SCSSN053FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,8.9514502E7
SCAMA009FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,7.2052705E7
SCHMN015FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,6.51586322E8
SCGDN019FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,2.774851734E9
SCVDN063FLW002.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.7972069834E10
SCBAL004FLW003.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.6461989E7
SCKTC067FLW001.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.74486521E7
SCNRN052FLW001.CUMULATIVE_TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.3170821E7
SCSUR002FLW002.TOTAL_FLOW,2021-11-30T18:00:00.000Z,2021-12-01T00:00:00.000Z,1.17205048E8
